DATE,TMIN
1/13/2017,30
1/14/2017,31
1/15/2017,33
1/16/2017,27
1/17/2017,28
1/18/2017,22
1/19/2017,21
1/20/2017,19
1/21/2017,21
1/22/2017,15
1/23/2017,20
1/24/2017,13
1/25/2017,9
1/26/2017,7
1/27/2017,5
1/28/2017,11
1/29/2017,21
1/30/2017,27
1/31/2017,26
2/1/2017,26
2/2/2017,31
2/3/2017,29
2/4/2017,29
2/5/2017,30
2/6/2017,29
2/7/2017,29
2/8/2017,33
2/9/2017,35
2/10/2017,42
2/11/2017,38
2/12/2017,32
2/13/2017,28
2/14/2017,28
2/15/2017,26
2/16/2017,29
2/17/2017,29
2/18/2017,31
2/19/2017,27
2/20/2017,25
2/21/2017,32
2/22/2017,34
2/23/2017,15
2/24/2017,13
2/25/2017,10
2/26/2017,17
2/27/2017,21
2/28/2017,20
3/1/2017,10
3/2/2017,18
3/3/2017,25
3/4/2017,32
3/5/2017,32
3/6/2017,17
3/7/2017,15
3/8/2017,30
3/9/2017,36
3/10/2017,40
3/11/2017,41
3/12/2017,37
3/13/2017,39
3/14/2017,40
3/15/2017,41
3/16/2017,43
3/17/2017,43
3/18/2017,45
3/19/2017,45
3/20/2017,46
3/21/2017,45
3/22/2017,44
3/23/2017,29
3/24/2017,31
3/25/2017,33
3/26/2017,29
3/27/2017,32
3/28/2017,30
3/29/2017,31
3/30/2017,36
3/31/2017,27
4/1/2017,26
4/2/2017,26
4/3/2017,28
4/4/2017,24
4/5/2017,22
4/6/2017,33
4/7/2017,42
4/8/2017,41
4/9/2017,31
4/10/2017,27
4/11/2017,36
4/12/2017,42
4/13/2017,44
4/14/2017,42
4/15/2017,41
4/16/2017,43
4/17/2017,43
4/18/2017,45
4/19/2017,43
4/20/2017,40
4/21/2017,37
4/22/2017,32
4/23/2017,38
4/24/2017,41
4/25/2017,31
4/26/2017,33
4/27/2017,31
4/28/2017,25
4/29/2017,24
4/30/2017,27
5/1/2017,37
5/2/2017,41
5/3/2017,40
5/4/2017,43
5/5/2017,48
5/6/2017,50
5/7/2017,48
5/8/2017,43
5/9/2017,36
5/10/2017,33
5/11/2017,32
5/12/2017,44
5/13/2017,48
5/14/2017,49
5/15/2017,46
5/16/2017,37
5/17/2017,32
5/18/2017,27
5/19/2017,25
5/20/2017,33
5/21/2017,37
5/22/2017,42
5/23/2017,45
5/24/2017,47
5/25/2017,51
5/26/2017,47
5/27/2017,46
5/28/2017,41
5/29/2017,46
5/30/2017,49
5/31/2017,48
6/1/2017,47
6/2/2017,47
6/3/2017,51
6/4/2017,50
6/5/2017,55
6/6/2017,58
6/7/2017,56
6/8/2017,54
6/9/2017,57
6/10/2017,56
6/11/2017,52
6/12/2017,51
6/13/2017,42
6/14/2017,47
6/15/2017,53
6/16/2017,58
6/17/2017,62
6/18/2017,63
6/19/2017,65
6/20/2017,61
6/21/2017,65
6/22/2017,62
6/23/2017,61
6/24/2017,56
6/25/2017,56
6/26/2017,55
6/27/2017,55
6/28/2017,55
6/29/2017,57
6/30/2017,56
7/1/2017,55
7/2/2017,59
7/3/2017,57
7/4/2017,60
7/5/2017,62
7/6/2017,62
7/7/2017,60
7/8/2017,55
7/9/2017,58
7/10/2017,58
7/11/2017,57
7/12/2017,54
7/13/2017,54
7/14/2017,54
7/15/2017,55
7/16/2017,56
7/17/2017,56
7/18/2017,58
7/19/2017,58
7/20/2017,57
7/21/2017,57
7/22/2017,58
7/23/2017,59
7/24/2017,54
7/25/2017,55
7/26/2017,56
7/27/2017,59
7/28/2017,55
7/29/2017,54
7/30/2017,52
7/31/2017,54
8/1/2017,53
8/2/2017,55
8/3/2017,55
8/4/2017,54
8/5/2017,52
8/6/2017,50
8/7/2017,51
8/8/2017,54
8/9/2017,56
8/10/2017,59
8/11/2017,52
8/12/2017,50
8/13/2017,55
8/14/2017,55
8/15/2017,52
8/16/2017,49
8/17/2017,55
8/18/2017,56
8/19/2017,56
8/20/2017,56
8/21/2017,52
8/22/2017,54
8/23/2017,53
8/24/2017,50
8/25/2017,50
8/26/2017,57
8/27/2017,57
8/28/2017,57
8/29/2017,57
8/30/2017,55
8/31/2017,56
9/1/2017,55
9/2/2017,55
9/3/2017,57
9/4/2017,59
9/5/2017,57
9/6/2017,56
9/7/2017,58
9/8/2017,53
9/9/2017,56
9/10/2017,54
9/11/2017,56
9/12/2017,54
9/13/2017,56
9/14/2017,45
9/15/2017,45
9/16/2017,46
9/17/2017,49
